4952,manga-9049-12702,0,0,0,0,0,0,0,0,0,0,0,0
4953,manga-9049-12704,30.400102796306257,30.80009721723815,265.24674643195397,24.108626760004537,57.345696829468395,7.399768926817916,14906.212254512668,32.27816806565654,427.68314157130675,59.99999998731164,0.7278333583275114,0.4114786384010371
4954,manga-9049-12705,0,0,0,0,0,0,0,0,0,0,0,0
4955,manga-9049-1901,10.0,10.0,145.0897341313597,14.982189882106866,67.20221530061156,15.181610829875051,39512.3455230434,19.486136954596613,125.80196591192258,10.899635609836846,5.504532772177276e-13,0.9981668742261565
4956,manga-9049-1902,0,0,0,0,0,0,0,0,0,0,0,0
4957,manga-9049-3701,19.98461542029821,20.65583570123959,124.69978912134437,5.082741380815861,30.330873263812997,13.963602417161031,12397.60193080068,8.840216679671807,198.96397892532067,0.665998054277265,2.2085637263527885e-22,0.7296206589896825
4958,manga-9049-3702,18.829463834177165,18.000353743261893,114.15833950561284,24.176674278825548,39.318430740409404,11.833369291223574,14803.582589515847,16.45423666520827,346.3207484953464,59.99995307595666,0.6625472429275509,0.3749808618477274
4959,manga-9049-3703,0,0,0,0,0,0,0,0,0,0,0,0
4960,manga-9049-3704,18.65653689443435,18.034700051458106,59.58657327099813,7.157879998393383,11.20089407435901,5.559347207710952,4551.8740379363735,13.7648771162853,350.5699799336363,21.071252245582965,3.190680201645288e-11,45.71206367357246
4961,manga-9049-6101,24.26686052135066,22.68626186357066,94.47222491775898,9.323510821539895,79.87564510233669,42.637499780046134,4246.161399333623,11.693850353603493,10000.0,0,1,1
4962,manga-9049-6102,24.970318625697626,24.865989558136192,99.37413262767423,8.689178448570294,45.122784323814976,3.4661645152237255,12615.410458028206,23.52389869319779,196.5206242554491,1.807433511288127,6.386470676243454e-19,1.0402358202267423
4963,manga-9049-6103,24.0905514757712,22.69798929910046,143.09197917626733,23.867012051398657,47.53086201715352,14.176951267388732,11940.272612012404,38.337475541899046,10000.0,0,1,1
4964,manga-9049-6104,25.23923403488314,25.588339552676842,265.8128498001739,11.889332338920712,42.080064878767004,9.513668964931911,15462.615765761886,4.44829332424896,269.05320824995135,3.1892809884454882,2.5225630752347855e-15,0.6531093994780705
4965,manga-9049-9101,26.0,26.0,94.46152179485388,16.083342553371747,53.26693647564291,5.417989728674404,15003.370387464372,27.83814998108248,233.99666809449704,11.321277725968576,1.623823000270851e-33,5.185274353569302
4966,manga-9049-9102,31.412733028920186,30.07048687753279,204.44758185988275,10.779259889430842,39.7545201558344,5.940689119858941,13666.529544069,9.834492256252148,51.1417949151195,2.1521805996995576,0.1192305408386676,1.1490743427884564
